district,k,seed,timesteps,eval_reward,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,policy_gradient_loss,value_loss,baseline,eval_delta
양천구,3,42,120000.0,-1070.482643637123,1.0742282029241323e-05,0.0,0.1,-0.421019458770752,0.37499403953552246,0.0001,421.14093017578125,-0.00013779308646917344,811.6331848144531,-1083.31537299746,12.832729360336998
양천구,3,42,140000.0,-1070.482643637123,0.0007038566982373595,0.00078125,0.1,-0.6494710743427277,0.4438791275024414,0.0001,663.4918212890625,-0.0029509897343814374,1488.5071044921874,-1083.31537299746,12.832729360336998
양천구,3,42,160000.0,-1070.482643637123,9.458180284127593e-05,0.0,0.1,-0.6761900305747985,0.5045687556266785,0.0001,1489.15673828125,-0.0008595721796154976,2935.934814453125,-1083.31537299746,12.832729360336998
양천구,3,42,170000.0,-1070.482643637123,3.335473593324423e-06,0.0,0.1,-0.5024968236684799,0.9066704511642456,0.0001,77.28955841064453,0.00010740580037236214,229.83141479492187,-1083.31537299746,12.832729360336998
양천구,3,777,20000.0,-1055.7440066618753,1.0617077350616455e-07,0.0,0.1,-0.87301225066185,0.00045818090438842773,0.0001,4253.45654296875,-2.284124493598938e-05,8226.903857421876,-1083.31537299746,27.57136633558457
양천구,3,777,40000.0,-1045.1649925474194,7.147900760173798e-08,0.0,0.1,-1.001214760541916,0.00012415647506713867,0.0001,2811.137451171875,-2.1827779710292818e-05,6312.749462890625,-1083.31537299746,38.15038045004053
양천구,3,777,60000.0,-1078.4344045149526,4.214933142066002e-06,0.0,0.1,-1.0797187566757203,0.002356886863708496,0.0001,2672.178466796875,-0.00011650975793600082,5160.47587890625,-1083.31537299746,4.880968482507342
양천구,3,777,80000.0,-1094.8259756097125,1.0001473128795624e-05,0.0,0.1,-0.7549730241298676,0.658105731010437,0.0001,27.282878875732422,-0.00041600759141147137,65.61079406738281,-1083.31537299746,-11.510602612252569
양천구,3,777,100000.0,-1093.2086643385053,1.4337827451527119e-05,0.0,0.1,-0.8430901050567627,0.8896961808204651,0.0001,60.00520706176758,-0.00020594270899891852,136.10062255859376,-1083.31537299746,-9.89329134104537
양천구,3,777,120000.0,-1095.094868843159,3.6996789276599884e-07,0.0,0.1,-0.8563203155994416,0.015163719654083252,0.0001,7039.62841796875,-4.870686680078506e-05,15193.67958984375,-1083.31537299746,-11.779495845699103
양천구,3,777,140000.0,-1106.0643552340814,7.404712960124016e-06,0.0,0.1,-0.8021710753440857,0.42422038316726685,0.0001,1246.596435546875,-2.1396204829216003e-05,2590.0748779296873,-1083.31537299746,-22.748982236621487
양천구,3,777,160000.0,-1089.3557220053806,6.944546476006508e-05,0.0,0.1,-0.9526226580142975,0.7827327251434326,0.0001,188.5773162841797,0.0001879168674349785,386.8270660400391,-1083.31537299746,-6.040349007920668
양천구,3,777,170000.0,-1095.3387133063252,3.3033546060323715e-05,0.0,0.1,-0.5669552862644196,0.8590993285179138,0.0001,52.52700424194336,-0.00041731270030140875,215.17728729248046,-1083.31537299746,-12.023340308865272
영등포구,3,123,20000.0,-1867.9777638169683,1.287553459405899e-07,0.0,0.1,-0.8516611635684967,0.00014060735702514648,0.0001,8742.6943359375,-7.382761687040329e-05,17790.98505859375,-1896.9705988373585,28.992835020390203
영등포구,3,123,40000.0,-1848.8748274601646,1.5296973288059235e-06,0.0,0.1,-1.0308989882469177,4.3332576751708984e-05,0.0001,5316.10498046875,-8.013378828763962e-05,13218.23720703125,-1896.9705988373585,48.09577137719384
영등포구,3,123,60000.0,-1843.8885804984375,2.5066197849810123e-05,0.0,0.1,-0.8203488171100617,4.571676254272461e-05,0.0001,26421.8125,-8.034948259592057e-05,46510.25078125,-1896.9705988373585,53.08201833892099
영등포구,3,123,80000.0,-1844.3685492624766,2.0139850676059723e-07,0.0,0.1,-0.9952518939971924,0.018381357192993164,0.0001,2820.899169921875,-3.189984709024429e-05,6670.465869140625,-1896.9705988373585,52.6020495748819
영등포구,3,123,100000.0,-1843.443558052105,2.688029780983925e-06,0.0,0.1,-1.0303634524345398,0.05600333213806152,0.0001,10441.6845703125,7.052235305309296e-05,19920.59072265625,-1896.9705988373585,53.527040785253575
영등포구,3,123,120000.0,-1849.620247693641,1.9136350601911545e-06,0.0,0.1,-0.5676880776882172,0.10290384292602539,0.0001,8836.5625,-9.316317737102508e-05,19490.6580078125,-1896.9705988373585,47.35035114371749
영등포구,3,123,140000.0,-1848.7323913108135,3.17208468914032e-06,0.0,0.1,-1.0624099612236022,0.06400406360626221,0.0001,31883.041015625,-4.4078193604946135e-05,59609.50625,-1896.9705988373585,48.23820752654501
영등포구,3,123,160000.0,-1847.9920294870385,2.543209120631218e-06,0.0,0.1,-0.9239419460296631,0.22806906700134277,0.0001,13031.009765625,-0.00010646316222846508,24741.835546875,-1896.9705988373585,48.97856935031996
영등포구,3,123,170000.0,-1848.6610938289823,0.00021156994625926018,0.0,0.1,-1.0293225407600404,0.021972715854644775,0.0001,18297.607421875,-0.000393969751894474,42099.57421875,-1896.9705988373585,48.30950500837616
영등포구,3,42,20000.0,-1879.2013284056356,0.003320123068988323,0.07109375,0.1,-0.8180662572383881,-4.184246063232422e-05,0.0001,22.763626098632812,-0.003089681640267372,60.21153106689453,-1896.9705988373585,17.769270431722816
영등포구,3,42,40000.0,-1847.66148743475,2.8638169169425964e-08,0.0,0.1,-0.7733577370643616,1.806020736694336e-05,0.0001,8619.44921875,-1.4137662947177888e-05,19010.7673828125,-1896.9705988373585,49.30911140260855
영등포구,3,42,60000.0,-1859.7230596549994,3.3460091799497604e-06,0.0,0.1,-1.0618483424186707,-1.0728836059570312e-06,0.0001,5373.71044921875,-5.9086689725518225e-05,10577.8609375,-1896.9705988373585,37.247539182359105
영등포구,3,42,80000.0,-1845.5648964789798,1.800013706088066e-06,0.0,0.1,-0.8620598673820495,1.3589859008789062e-05,0.0001,3984.660888671875,-0.00017260778695344926,6987.475732421875,-1896.9705988373585,51.405702358378676
영등포구,3,42,100000.0,-1859.3605238586886,2.3329630494117737e-07,0.0,0.1,-0.7571103990077972,1.33514404296875e-05,0.0001,15534.091796875,-1.9099563360214233e-05,32853.496875,-1896.9705988373585,37.6100749786699
영등포구,3,42,120000.0,-1888.1363958983893,4.902482032775879e-06,0.0,0.1,-0.8589121997356415,2.09808349609375e-05,0.0001,2342.43798828125,-6.916029378771782e-05,5407.102783203125,-1896.9705988373585,8.834202938969156
영등포구,3,42,140000.0,-1878.2581957080724,1.8649734556674957e-07,0.0,0.1,-0.9155997633934021,0.016129136085510254,0.0001,34117.8203125,-1.5827640891075134e-05,52206.9265625,-1896.9705988373585,18.71240312928603
영등포구,3,42,160000.0,-1877.744971339094,5.657784640789032e-08,0.0,0.1,-1.0908775210380555,0.004112064838409424,0.0001,23765.66796875,1.8347054719924927e-06,56765.090625,-1896.9705988373585,19.22562749826443
영등포구,3,42,170000.0,-1871.8544673099943,5.583278834819794e-07,0.0,0.1,-0.773378187417984,0.2854316830635071,0.0001,16538.2890625,-9.627984836697578e-05,27724.76015625,-1896.9705988373585,25.116131527364132
영등포구,3,777,20000.0,-1896.7936204738496,1.1243391782045364e-06,0.0,0.1,-0.9647095203399658,-3.719329833984375e-05,0.0001,2737.09814453125,-4.952084273099899e-05,6271.430517578125,-1896.9705988373585,0.17697836350885154
영등포구,3,777,40000.0,-1885.6431876927968,3.25031578540802e-07,0.0,0.1,-0.860994815826416,1.150369644165039e-05,0.0001,2778.3359375,-3.605065867304802e-05,7076.578564453125,-1896.9705988373585,11.327411144561665
영등포구,3,777,60000.0,-1876.910843504405,9.181560017168522e-06,0.0,0.1,-0.5619121789932251,1.9311904907226562e-05,0.0001,42.39913558959961,-0.00018367189913988114,89.31080932617188,-1896.9705988373585,20.0597553329535
영등포구,3,777,80000.0,-1871.706662560554,4.815170541405678e-06,0.0,0.1,-0.9714062631130218,0.006783664226531982,0.0001,30.22347640991211,-0.00030499007552862165,63.56790962219238,-1896.9705988373585,25.263936276804543
영등포구,3,777,100000.0,-1859.662615007738,5.32250851392746e-07,0.0,0.1,-0.7494965851306915,0.059217989444732666,0.0001,561.4049682617188,-5.781548097729683e-05,934.7340759277344,-1896.9705988373585,37.307983829620525
영등포구,3,777,120000.0,-1863.9459730949482,3.585591912269592e-08,0.0,0.1,-0.8077028512954711,0.06344103813171387,0.0001,16701.115234375,-2.587493509054184e-06,39781.9240234375,-1896.9705988373585,33.02462574241031
영등포구,3,777,140000.0,-1877.4890534095216,6.475020200014114e-06,0.0,0.1,-0.668141371011734,0.5743629932403564,0.0001,286.86749267578125,-0.0002775914967060089,745.776611328125,-1896.9705988373585,19.481545427836863
영등포구,3,777,160000.0,-1881.6344743439975,7.48317688703537e-07,0.0,0.1,-0.8031732559204101,0.745751142501831,0.0001,358.70245361328125,-0.00011602342128753662,754.1092468261719,-1896.9705988373585,15.336124493361012
영등포구,3,777,170000.0,-1883.0725383921115,6.53555616736412e-07,0.0,0.1,-0.6556062281131745,0.47918224334716797,0.0001,1418.300048828125,-5.782758817076683e-05,3223.5201904296873,-1896.9705988373585,13.898060445246983
